Datum;Nivo v absolutnih kotah (m n.m.)
05.08.2006;278.558
06.08.2006;278.56
07.08.2006;278.566
08.08.2006;278.545
09.08.2006;278.531
10.08.2006;278.532
11.08.2006;278.533
12.08.2006;278.549
13.08.2006;278.55
14.08.2006;278.548
15.08.2006;278.538
16.08.2006;278.542
17.08.2006;278.538
18.08.2006;278.53
19.08.2006;278.508
20.08.2006;278.509
21.08.2006;278.5
22.08.2006;278.504
23.08.2006;278.493
24.08.2006;278.495
25.08.2006;278.494
26.08.2006;278.48
27.08.2006;278.465
28.08.2006;278.455
29.08.2006;278.453
30.08.2006;278.413
31.08.2006;278.389
01.09.2006;278.395
02.09.2006;278.406
03.09.2006;278.4
04.09.2006;278.389
05.09.2006;278.383
06.09.2006;278.38
07.09.2006;278.38
08.09.2006;278.35
09.09.2006;278.32
10.09.2006;278.32
11.09.2006;278.32
12.09.2006;278.318
13.09.2006;278.31
14.09.2006;278.306
15.09.2006;278.293
16.09.2006;278.273
17.09.2006;278.267
18.09.2006;278.263
19.09.2006;278.263
20.09.2006;278.248
21.09.2006;278.255
22.09.2006;278.293
23.09.2006;278.298
24.09.2006;278.319
25.09.2006;278.337
26.09.2006;278.342
27.09.2006;278.329
28.09.2006;278.329
29.09.2006;278.32
30.09.2006;278.313
01.10.2006;278.307
02.10.2006;278.305
03.10.2006;278.324
04.10.2006;278.308
05.10.2006;278.249
06.10.2006;278.244
07.10.2006;278.252
08.10.2006;278.229
09.10.2006;278.228
10.10.2006;278.228
11.10.2006;278.233
12.10.2006;278.221
13.10.2006;278.202
14.10.2006;278.2
15.10.2006;278.202
16.10.2006;278.198
17.10.2006;278.188
18.10.2006;278.193
19.10.2006;278.193
20.10.2006;278.18
21.10.2006;278.152
22.10.2006;278.128
23.10.2006;278.122
24.10.2006;278.118
25.10.2006;278.062
26.10.2006;278.05
27.10.2006;278.044
28.10.2006;278.05
29.10.2006;278.1
30.10.2006;278.08
31.10.2006;278.083
01.11.2006;278.111
02.11.2006;278.065
03.11.2006;278.04
04.11.2006;278.021
05.11.2006;278.043
06.11.2006;278.028
07.11.2006;278.008
08.11.2006;278.006
09.11.2006;277.996
10.11.2006;277.958
11.11.2006;277.975
12.11.2006;277.996
13.11.2006;277.946
14.11.2006;277.911
15.11.2006;277.89
16.11.2006;277.885
17.11.2006;277.867
18.11.2006;277.838
19.11.2006;277.82
20.11.2006;277.82
21.11.2006;277.838
22.11.2006;277.84
23.11.2006;277.778
24.11.2006;277.738
25.11.2006;277.727
26.11.2006;277.709
27.11.2006;277.693
28.11.2006;277.69
29.11.2006;277.683
30.11.2006;277.668
01.12.2006;277.676
02.12.2006;277.696
03.12.2006;277.709
04.12.2006;277.711
05.12.2006;277.673
06.12.2006;277.664
07.12.2006;277.643
08.12.2006;277.633
09.12.2006;277.613
10.12.2006;277.543
11.12.2006;277.549
12.12.2006;277.573
13.12.2006;277.57
14.12.2006;277.59
15.12.2006;277.621
16.12.2006;277.654
17.12.2006;277.675
18.12.2006;277.687
19.12.2006;277.678
20.12.2006;277.663
21.12.2006;277.665
22.12.2006;277.66
23.12.2006;277.677
24.12.2006;277.703
25.12.2006;277.716
26.12.2006;277.71
27.12.2006;277.716
28.12.2006;277.729
29.12.2006;277.714
30.12.2006;277.7
31.12.2006;277.698
01.01.2007;277.734
02.01.2007;277.743
03.01.2007;277.685
04.01.2007;277.685
05.01.2007;277.672
06.01.2007;277.652
07.01.2007;277.647
08.01.2007;277.642
09.01.2007;277.616
10.01.2007;277.593
11.01.2007;277.594
12.01.2007;277.587
13.01.2007;277.56
14.01.2007;277.549
15.01.2007;277.53
16.01.2007;277.54
17.01.2007;277.535
18.01.2007;277.543
19.01.2007;277.544
20.01.2007;277.495
21.01.2007;277.499
22.01.2007;277.483
23.01.2007;277.508
24.01.2007;277.515
25.01.2007;277.434
26.01.2007;277.429
27.01.2007;277.454
28.01.2007;277.462
29.01.2007;277.503
30.01.2007;277.49
31.01.2007;277.495
01.02.2007;277.497
02.02.2007;277.483
03.02.2007;277.518
04.02.2007;277.516
05.02.2007;277.546
06.02.2007;277.575
07.02.2007;277.573
08.02.2007;277.569
09.02.2007;277.557
10.02.2007;277.565
11.02.2007;277.579
12.02.2007;277.612
13.02.2007;277.623
14.02.2007;277.614
15.02.2007;277.63
16.02.2007;277.65
17.02.2007;277.693
18.02.2007;277.759
19.02.2007;277.819
20.02.2007;277.841
21.02.2007;277.866
22.02.2007;277.895
23.02.2007;277.915
24.02.2007;277.942
25.02.2007;277.981
26.02.2007;278.01
27.02.2007;278.017
28.02.2007;278.062
01.03.2007;278.099
02.03.2007;278.115
03.03.2007;278.131
04.03.2007;278.122
05.03.2007;278.147
06.03.2007;278.184
07.03.2007;278.249
08.03.2007;278.245
09.03.2007;278.243
10.03.2007;278.265
11.03.2007;278.288
12.03.2007;278.325
13.03.2007;278.361
14.03.2007;278.388
15.03.2007;278.42
16.03.2007;278.451
17.03.2007;278.487
18.03.2007;278.535
19.03.2007;278.6
20.03.2007;278.596
21.03.2007;278.553
22.03.2007;278.537
23.03.2007;278.591
24.03.2007;278.593
25.03.2007;278.575
26.03.2007;278.589
27.03.2007;278.621
28.03.2007;278.65
29.03.2007;278.67
30.03.2007;278.703
31.03.2007;278.708
01.04.2007;278.7
02.04.2007;278.72
03.04.2007;278.794
04.04.2007;278.797
05.04.2007;278.768
06.04.2007;278.78
07.04.2007;278.801
08.04.2007;278.805
09.04.2007;278.827
10.04.2007;278.828
11.04.2007;278.81
12.04.2007;278.815
13.04.2007;278.817
14.04.2007;278.814
15.04.2007;278.817
16.04.2007;278.81
17.04.2007;278.804
18.04.2007;278.8
19.04.2007;278.772
20.04.2007;278.776
21.04.2007;278.748
22.04.2007;278.726
23.04.2007;278.729
24.04.2007;278.728
25.04.2007;278.719
26.04.2007;278.693
27.04.2007;278.679
28.04.2007;278.684
29.04.2007;278.707
30.04.2007;278.704
01.05.2007;278.696
02.05.2007;278.672
03.05.2007;278.663
04.05.2007;278.65
05.05.2007;278.637
06.05.2007;278.606
07.05.2007;278.583
08.05.2007;278.575
09.05.2007;278.538
10.05.2007;278.514
11.05.2007;278.513
12.05.2007;278.487
13.05.2007;278.462
14.05.2007;278.46
15.05.2007;278.441
16.05.2007;278.405
17.05.2007;278.404
18.05.2007;278.353
19.05.2007;278.34
20.05.2007;278.336
21.05.2007;278.312
22.05.2007
23.05.2007
24.05.2007
25.05.2007
26.05.2007
27.05.2007
28.05.2007
29.05.2007
30.05.2007
31.05.2007
01.06.2007
02.06.2007
03.06.2007
04.06.2007
05.06.2007
06.06.2007
07.06.2007
08.06.2007
09.06.2007
10.06.2007
11.06.2007
12.06.2007
13.06.2007
14.06.2007
15.06.2007
16.06.2007
17.06.2007
18.06.2007
19.06.2007
20.06.2007
21.06.2007
22.06.2007
23.06.2007
24.06.2007
25.06.2007
26.06.2007
27.06.2007
28.06.2007
29.06.2007
30.06.2007
01.07.2007
02.07.2007
03.07.2007
04.07.2007
05.07.2007
06.07.2007
07.07.2007
08.07.2007
09.07.2007
10.07.2007
11.07.2007
12.07.2007
13.07.2007
14.07.2007
15.07.2007
16.07.2007
17.07.2007
18.07.2007
19.07.2007
20.07.2007
21.07.2007
22.07.2007
23.07.2007
24.07.2007
25.07.2007
26.07.2007
27.07.2007
28.07.2007
29.07.2007
30.07.2007
31.07.2007
01.08.2007
02.08.2007
03.08.2007
04.08.2007
05.08.2007
06.08.2007
07.08.2007
08.08.2007
09.08.2007
10.08.2007
11.08.2007
12.08.2007
13.08.2007
14.08.2007
15.08.2007
16.08.2007
17.08.2007
18.08.2007
19.08.2007
20.08.2007
21.08.2007
22.08.2007
23.08.2007
24.08.2007
25.08.2007
26.08.2007
27.08.2007
28.08.2007
29.08.2007
30.08.2007
31.08.2007
01.09.2007
02.09.2007
03.09.2007
04.09.2007
05.09.2007
06.09.2007
07.09.2007
08.09.2007
09.09.2007
10.09.2007
11.09.2007
12.09.2007
13.09.2007
14.09.2007
15.09.2007
16.09.2007
17.09.2007
18.09.2007
19.09.2007
20.09.2007
21.09.2007
22.09.2007
23.09.2007
24.09.2007
25.09.2007
26.09.2007
27.09.2007
28.09.2007
29.09.2007
30.09.2007
01.10.2007
02.10.2007
03.10.2007
04.10.2007
05.10.2007
06.10.2007
07.10.2007
08.10.2007
09.10.2007
10.10.2007
11.10.2007
12.10.2007
13.10.2007
14.10.2007
15.10.2007
16.10.2007
17.10.2007
18.10.2007
19.10.2007
20.10.2007
21.10.2007
22.10.2007
23.10.2007
24.10.2007
25.10.2007
26.10.2007
27.10.2007
28.10.2007
29.10.2007
30.10.2007
31.10.2007
01.11.2007
02.11.2007
03.11.2007
04.11.2007
05.11.2007
06.11.2007
07.11.2007
08.11.2007
09.11.2007
10.11.2007
11.11.2007
12.11.2007
13.11.2007
14.11.2007
15.11.2007
16.11.2007
17.11.2007
18.11.2007
19.11.2007
20.11.2007
21.11.2007
22.11.2007
23.11.2007
24.11.2007
25.11.2007
26.11.2007
27.11.2007
28.11.2007
29.11.2007
30.11.2007
01.12.2007
02.12.2007
03.12.2007
04.12.2007
05.12.2007
06.12.2007
07.12.2007
08.12.2007
09.12.2007
10.12.2007
11.12.2007
12.12.2007
13.12.2007
14.12.2007
15.12.2007
16.12.2007
17.12.2007
18.12.2007
19.12.2007
20.12.2007
21.12.2007
22.12.2007
23.12.2007
24.12.2007
25.12.2007
26.12.2007
27.12.2007
28.12.2007
29.12.2007
30.12.2007
31.12.2007
