Datum;Nivo v absolutnih kotah (m n.m.)
01.01.1955
02.01.1955
03.01.1955
04.01.1955
05.01.1955
06.01.1955
07.01.1955
08.01.1955
09.01.1955
10.01.1955
11.01.1955
12.01.1955
13.01.1955
14.01.1955
15.01.1955
16.01.1955
17.01.1955
18.01.1955
19.01.1955
20.01.1955
21.01.1955
22.01.1955
23.01.1955
24.01.1955
25.01.1955
26.01.1955
27.01.1955
28.01.1955
29.01.1955
30.01.1955
31.01.1955
01.02.1955
02.02.1955
03.02.1955
04.02.1955
05.02.1955
06.02.1955
07.02.1955
08.02.1955
09.02.1955
10.02.1955
11.02.1955
12.02.1955
13.02.1955
14.02.1955
15.02.1955
16.02.1955
17.02.1955
18.02.1955
19.02.1955
20.02.1955
21.02.1955
22.02.1955
23.02.1955
24.02.1955
25.02.1955
26.02.1955
27.02.1955
28.02.1955
01.03.1955
02.03.1955
03.03.1955
04.03.1955
05.03.1955
06.03.1955
07.03.1955
08.03.1955
09.03.1955
10.03.1955
11.03.1955
12.03.1955
13.03.1955
14.03.1955
15.03.1955
16.03.1955
17.03.1955
18.03.1955
19.03.1955
20.03.1955
21.03.1955
22.03.1955
23.03.1955
24.03.1955
25.03.1955
26.03.1955
27.03.1955
28.03.1955
29.03.1955
30.03.1955
31.03.1955
01.04.1955
02.04.1955
03.04.1955
04.04.1955
05.04.1955
06.04.1955
07.04.1955
08.04.1955
09.04.1955
10.04.1955
11.04.1955
12.04.1955
13.04.1955
14.04.1955
15.04.1955
16.04.1955
17.04.1955
18.04.1955
19.04.1955
20.04.1955
21.04.1955
22.04.1955
23.04.1955
24.04.1955
25.04.1955
26.04.1955
27.04.1955
28.04.1955
29.04.1955
30.04.1955
01.05.1955
02.05.1955
03.05.1955
04.05.1955
05.05.1955
06.05.1955
07.05.1955
08.05.1955
09.05.1955
10.05.1955;270.37
11.05.1955
12.05.1955
13.05.1955
14.05.1955
15.05.1955
16.05.1955
17.05.1955
18.05.1955
19.05.1955
20.05.1955;270.61
21.05.1955
22.05.1955
23.05.1955
24.05.1955
25.05.1955
26.05.1955
27.05.1955
28.05.1955
29.05.1955
30.05.1955;270.56
31.05.1955
01.06.1955
02.06.1955
03.06.1955
04.06.1955
05.06.1955
06.06.1955
07.06.1955
08.06.1955
09.06.1955
10.06.1955;270.45
11.06.1955
12.06.1955
13.06.1955
14.06.1955
15.06.1955
16.06.1955
17.06.1955
18.06.1955
19.06.1955
20.06.1955;270.48
21.06.1955
22.06.1955
23.06.1955
24.06.1955
25.06.1955
26.06.1955
27.06.1955
28.06.1955
29.06.1955
30.06.1955;270.37
01.07.1955
02.07.1955
03.07.1955
04.07.1955
05.07.1955
06.07.1955
07.07.1955
08.07.1955
09.07.1955
10.07.1955;270.36
11.07.1955
12.07.1955
13.07.1955
14.07.1955
15.07.1955
16.07.1955
17.07.1955
