Datum;Nivo v absolutnih kotah (m n.m.)
03.07.2007;277.69
04.07.2007;277.69
05.07.2007;277.68
06.07.2007;277.69
07.07.2007;277.7
08.07.2007;277.71
09.07.2007;277.76
10.07.2007;277.76
11.07.2007;277.76
12.07.2007;277.74
13.07.2007;277.75
14.07.2007;277.77
15.07.2007;277.78
16.07.2007;277.79
17.07.2007;277.76
18.07.2007;277.74
19.07.2007;277.73
20.07.2007;277.74
21.07.2007;277.72
22.07.2007;277.73
23.07.2007;277.72
24.07.2007;277.72
25.07.2007;277.68
26.07.2007;277.68
27.07.2007;277.68
28.07.2007;277.67
29.07.2007;277.67
30.07.2007;277.66
31.07.2007;277.65
01.08.2007;277.64
02.08.2007;277.64
03.08.2007;277.63
04.08.2007;277.62
05.08.2007;277.64
06.08.2007;277.66
07.08.2007;277.65
08.08.2007;277.64
09.08.2007;277.63
10.08.2007;277.62
11.08.2007;277.61
12.08.2007;277.61
13.08.2007;277.59
14.08.2007;277.58
15.08.2007;277.58
16.08.2007;277.58
17.08.2007;277.56
18.08.2007;277.55
19.08.2007;277.57
20.08.2007;277.57
21.08.2007;277.55
22.08.2007;277.54
23.08.2007;277.53
24.08.2007;277.53
25.08.2007;277.53
26.08.2007;277.53
27.08.2007;277.52
28.08.2007;277.52
29.08.2007;277.52
30.08.2007;277.51
31.08.2007;277.49
01.09.2007;277.5
02.09.2007;277.5
03.09.2007;277.51
04.09.2007;277.48
05.09.2007;277.46
06.09.2007;277.46
07.09.2007;277.47
08.09.2007;277.46
09.09.2007;277.48
10.09.2007;277.47
11.09.2007;277.47
12.09.2007;277.44
13.09.2007;277.44
14.09.2007;277.44
15.09.2007;277.43
16.09.2007;277.43
17.09.2007;277.44
18.09.2007;277.46
19.09.2007;277.44
20.09.2007;277.45
21.09.2007;277.46
22.09.2007;277.51
23.09.2007;277.55
24.09.2007;277.6
25.09.2007;277.65
26.09.2007;277.69
27.09.2007;277.72
28.09.2007;277.75
29.09.2007;277.75
30.09.2007;277.8
01.10.2007;277.84
02.10.2007;277.91
03.10.2007;277.96
04.10.2007;278
05.10.2007;278.05
06.10.2007;278.1
07.10.2007;278.15
08.10.2007;278.21
09.10.2007;278.28
10.10.2007;278.34
11.10.2007;278.39
12.10.2007;278.46
13.10.2007;278.5
14.10.2007;278.53
15.10.2007;278.58
16.10.2007;278.63
17.10.2007;278.67
18.10.2007;278.7
19.10.2007;278.71
20.10.2007;278.72
21.10.2007;278.76
22.10.2007;278.81
23.10.2007;278.82
24.10.2007;278.8
25.10.2007;278.78
26.10.2007;278.76
27.10.2007;278.77
28.10.2007;278.8
29.10.2007;278.82
30.10.2007;278.85
31.10.2007;278.81
01.11.2007;278.81
02.11.2007;278.82
03.11.2007;278.85
04.11.2007;278.88
05.11.2007;278.85
06.11.2007;278.81
07.11.2007;278.83
08.11.2007;278.85
09.11.2007;278.87
10.11.2007;278.84
11.11.2007;278.85
12.11.2007;278.82
13.11.2007;278.82
14.11.2007;278.85
15.11.2007;278.82
16.11.2007;278.82
17.11.2007;278.77
18.11.2007;278.75
19.11.2007;278.7
20.11.2007;278.67
21.11.2007;278.67
22.11.2007;278.66
23.11.2007;278.66
24.11.2007;278.64
25.11.2007;278.64
26.11.2007;278.62
27.11.2007;278.58
28.11.2007;278.57
29.11.2007;278.6
30.11.2007;278.59
01.12.2007;278.56
02.12.2007;278.55
03.12.2007;278.59
04.12.2007;278.51
05.12.2007;278.46
06.12.2007;278.47
07.12.2007;278.51
08.12.2007;278.52
09.12.2007;278.53
10.12.2007;278.5
11.12.2007;278.45
12.12.2007;278.41
13.12.2007;278.38
14.12.2007;278.4
15.12.2007;278.38
16.12.2007;278.38
17.12.2007;278.35
18.12.2007;278.35
19.12.2007;278.35
20.12.2007;278.34
21.12.2007;278.34
22.12.2007;278.34
23.12.2007;278.34
24.12.2007;278.33
25.12.2007;278.32
26.12.2007;278.31
27.12.2007;278.28
28.12.2007;278.28
29.12.2007;278.27
30.12.2007;278.28
31.12.2007;278.27
